after,befer,score
冠心病,胸痹,0.0
肾阳虚,肾虚证,66.66666666666666
脑梗死,缺血性脑血管病,14.285714285714285
痛经,女性盆腔炎,0.0
附件炎,湿热,0.0
肝气郁结,气郁不舒,50.0
干眼症,眼干眼涩,50.0
冠状动脉粥样硬化性心脏病,2011年轻度中阡，核磁共振腔隙型脑梗阻、冠状动脉粥样硬化性心脏病,38.70967741935484
围绝经期综合征,卵巢早衰,0.0
咽喉炎,咽喉糜烂肿痛,33.33333333333333
肿瘤,贲门癌、止痛！,0.0
前列腺增生症,前列腺炎,75.0
骨质疏松症,缺维生素滴,0.0
高血压病,高血压,100.0
脑动脉硬化,眩晕综合征,0.0
前列腺炎,前列腺增生,60.0
慢性肝炎,慢性肝炎、乙型病毒性肝炎,36.36363636363637
胸痹心痛,胸痛,100.0
气血亏虚证,心悸，自汗,0.0
冠心病、癥瘕,胸痛、癥瘕,50.0
上呼吸道感染,感冒,50.0
神经衰弱,阳萎,0.0
变应性鼻炎,花粉引起的变应性鼻炎,50.0
腰椎间盘突出,腰肌劳损,25.0
冠心病,胸痛,0.0
类风湿性关节炎，感冒,类风湿性关节炎,100.0
肾虚证、便秘,肾虚、便秘,100.0
胃肠炎,便秘,0.0
精神分裂症,自言自话,0.0
前列腺炎性疾病、,前列腺炎性疾病、慢性前列腺炎,53.84615384615385
肥胖症,减肥,50.0
咽喉炎,咽喉糜烂肿痛,33.33333333333333
腰椎间盘突出,腰痛,50.0
脑动脉硬化,动脉硬化,100.0
疤痕,疤痕疙瘩,50.0
宫颈糜烂,妇料,0.0
腰痛,腰背疼痛,50.0
肥胖症,减肥,50.0
支气管炎,咳嗽,0.0
早泄,轻微勃起困难,0.0
肥胖症,减肥,50.0
骨质疏松,缺钙,0.0
冠心病,胸痛,0.0
扭伤,软组织损伤,20.0
烧伤,皮肤,0.0
胸痹,胸痛,50.0
肥胖症,减肥,50.0
痛风,右膝盖，左脚板！脚掌内外侧,0.0
上呼吸道感染,流感,50.0
冠心病,动脉硬化性心脏病,25.0
痢疾,易上火，胃寒手脚冰凉，腹胀痛,0.0
低钙血症,缺钙,50.0
扭伤,软组织损伤,20.0
腹泻,易上火，胃寒手脚冰凉，腹胀痛,8.333333333333332
高血压病,高血压,100.0
烧伤,皮肤，要400盒,0.0
乙肝,预防感冒,0.0
肺心病,胸闷,0.0
脑梗塞,孩子补钙、脑血管病,12.5
勃起功能障碍 早泄,勃起功能障碍,100.0
肺心病,胸闷,0.0
月经不规,月经失调,50.0
脾肾虚寒,胃胀气，腹部胀气，吐白泡,0.0
烫伤,水火烫伤病,40.0
胸痹,胸痛,50.0
冠心病,胸痛,0.0
静脉曲张,剥脱性角质松懈症,0.0
关节痛,关节疼痛,75.0
帕金森病,支气管哮喘,0.0
牙龈炎,牙痛病,33.33333333333333
腹泻,痢疾,0.0
巨幼红细胞性贫血、维生素A缺乏症、,巨幼红细胞性贫血、维生素A缺乏症、叶酸片、烟酸缺乏症,65.21739130434783
脑血管病,精神分裂症,0.0
记忆减退,精神分裂症,0.0
支气管炎,咳嗽,0.0
感冒,受了风寒,0.0
哮喘,咳嗽,0.0
脑梗死,筋骨疼痛,0.0
关节炎,关节痛,66.66666666666666
支气管哮喘,哮喘、支气管哮喘,71.42857142857143
脾虚食滞,厌食,50.0
颈椎病,颈椎间盘疾患,33.33333333333333
肥胖症,肥胖,100.0
支气管炎,咳嗽,0.0
慢性肝炎,乙肝,50.0
感冒,消化不良,0.0
皮肤感染,脚外伤,0.0
头癣,头皮屑,33.33333333333333
乙型肝炎,乙肝,100.0
外耳道炎,外耳炎,100.0
体癣,龟头炎,0.0
风湿性关节炎、心绞痛、角膜移植术后治疗、冠心病,疖肿病、风寒湿痹证、心绞痛、角膜移植术后治疗、冠心病,72.72727272727273
性功能障碍,早泄,0.0
冠心病,胸闷,0.0
老年性白内障,用于早期老年性白内障,60.0
急性细菌性结膜炎、干眼症,急性细菌性结膜炎、眼干涩,81.81818181818183
高血压,3,0.0
胃癌,胃炎,50.0
神经分裂症,抽动综合症,20.0
肝移植,肝移植状态,60.0
外,冲洗伤口,0.0
2型糖尿病、冠心病,2型糖尿病、冠心病、血糖高,72.72727272727273
支气管炎,咳嗽病,0.0
支气管哮喘,咳嗽,0.0
关节炎,风寒湿痹,0.0
高脂血症,冠状动脉粥样硬化,0.0
性功能障碍,勃起功能障碍,66.66666666666666
偏头痛,眩晕,0.0
支气管炎,咳嗽,0.0
痤疮,痤疮（青春痘）/祛痘/粉刺,22.22222222222222
脾胃虚寒,脾虚证,66.66666666666666
风湿性关节炎,增生性骨关节,50.0
头痛,头疼,50.0
冠心病,冠心病，支架术后,42.857142857142854
下肢静脉曲张,静脉曲张、下肢静脉曲张,60.0
缺血性脑血管病,无,0.0
高脂血症,高血脂,66.66666666666666
阳痿,阳萎,50.0
肾虚证,腰疼,0.0
骨质疏松,无,0.0
中耳炎,皮炎、中耳炎,60.0
头,贫血,0.0
头晕,头,100.0
上呼吸道感染,感冒发烧,25.0
肥胖症,减肥,50.0
白细胞减少症,过敏性鼻炎,0.0
性功能障碍、脱发,男性勃起功能障碍、性功能障碍、脂溢性脱发,38.88888888888889
阳痿,阳痿早泄,50.0
痛风，,痛风，尿酸高,40.0
支气管炎,咳嗽,0.0
消化不良,胃肠功能紊乱,0.0
水肿,糖尿病性肾病,0.0
高血压;糖尿病，足癣,高血压;糖尿病，高脂血症;皮炎伴感染,40.0
白细胞异常,过敏性鼻炎,0.0
扁桃体炎,外伤证,0.0
消化不良,脾胃不好,25.0
支气管炎,月经不调，健忘,0.0
软组织损伤,腰部软组织损伤,71.42857142857143
扁桃体炎,鼻炎,50.0
肥胖症,减肥,50.0
高血压病、银屑病,高血压病、高血压、银屑病,70.0
胸腺瘤,胸腺瘤手术后左侧肋骨下边缘复发，,20.0
前列腺增生症,排尿困难,0.0
盆腔炎,女性盆腔炎,60.0
2型糖尿病,2型糖尿病、糖尿病,62.5
肾虚,白发,0.0
阳痿,勃起功能障碍,0.0
周围神经炎,皮肤,0.0
支气管哮喘,咳嗽,0.0
肺结核、肝功能异常,肺结核、肝功能异常、结核,80.0
高血压病，糖尿病,高血压病,100.0
2型糖尿病、高血压病  冠心病,2型糖尿病、高血压病,100.0
乳腺增生,乳腺结节,50.0
痛风,降尿酸的,0.0
体倦乏,咽部不适,0.0
咽喉炎,急性咽炎,50.0
关节炎  暑热证,关节炎,100.0
哮喘,null,0.0
结膜炎,结膜炎；  干眼症,50.0
急性咽喉炎,喉炎,100.0
冠心病,年前医生开的，已购买过,0.0
气阴不足,自汗,0.0
低蛋白血症,肝病科,0.0
厌食症,厌食，医生建议,33.33333333333333
前列腺炎，，肾结石,前列腺炎，输尿管结石，肾结石、尿路感染,43.75
前列腺炎，肾结石,前列腺炎，，肾结石,100.0
前列腺炎,泌尿道感染,0.0
冠心病,心绞痛,33.33333333333333
乙肝,慢性肝炎,25.0
脾虚症,厌食，医生建议,0.0
胃溃疡，;体癣,胃溃疡，扁桃体炎;体癣,55.55555555555556
抑郁症,抑郁症 睡眠障碍,42.857142857142854
湿疹,皮肤荨麻疹，湿疹,28.57142857142857
胃溃疡,反流性食管炎,0.0
慢性肾功能衰竭、冠心病,肾功能异常、胸痛,42.857142857142854
过敏性鼻,皮炎、过敏性鼻炎、荨麻疹,40.0
过敏性鼻炎,过敏性鼻,100.0
失眠,热毒炽盛症,0.0
脑梗塞,缺血性脑血管病,14.285714285714285
性功能障碍,早泄,0.0
勃起功能障碍,性功能障碍,80.0
感冒,预防作用,0.0
痛风,痛风性肾结石,33.33333333333333
偏瘫,脑动脉粥样硬化,0.0
消化不良,胃酸过多,0.0
肝功能异常,中毒性肝脏损害,14.285714285714285
直肠癌,肿瘤中晚期,0.0
肾病综合征,皮肌炎引起肝损伤,0.0
冠心病,脑血管病,25.0
营养不良,消化不良、营养不良,50.0
高尿酸血症,尿酸高,66.66666666666666
湿疹,瘙痒症,0.0
软组织挫伤,扭伤,50.0
脑卒中,脑卒中脑卒中,50.0
脑梗塞,脑卒中脑卒中,16.666666666666664
便秘,消化不良,0.0
脑梗塞,动脉硬化,0.0
冠心病,胸痛,0.0
月经不规则,月经失调,50.0
便秘,大便不畅,25.0
免疫功能低下,局限性硬皮病,0.0
宫颈糜烂,宫颈柱状上皮异位,25.0
 抑郁症,神经官能症 抑郁症,37.5
慢性肝炎,肝炎,100.0
失眠证,气阴不足证,20.0
便秘,大便不畅,25.0
肾虚,肾虚，夜尿频多,33.33333333333333
便秘,大便不畅,25.0
高血压,甲状腺,0.0
慢性支气管炎,肺肾两虚证,0.0
肝移植,肝移植状态,60.0
风湿性关节炎、溃疡性结肠炎,风湿性关节炎、疼痛,75.0
高泌乳素血症,帕金森,0.0
肝肾阴虚症,肝肾虚弱,75.0
勃起功能障碍 早泄,勃起功能障碍,100.0
心律失常,心绞痛,33.33333333333333
冠心病,心脏支架术后,16.666666666666664
早泄、勃起功能障碍,早泄,100.0
冠心病,胸痛,0.0
肠炎,肠胀气,33.33333333333333
乳腺增生,乳房肿物,25.0
肾阳虚证,肾虚证,100.0
便秘,急性便秘,50.0
带状疱疹后神经痛,痛性肌痉挛,20.0
神经性皮炎、银屑病,神经性皮炎、皮炎、银屑病,80.0
支气管炎,结膜炎,33.33333333333333
支气管哮喘,支气管炎,75.0
冠心病、急性胆囊炎、肠炎,冠心病、急性胆囊炎、胆结石,72.72727272727273
冠心病,缺血性脑血管病,14.285714285714285
消化不良,胃胀不消化,60.0
发烧,扁桃体发炎,20.0
肝肾两虚,白发,0.0
系统性红斑狼疮,局限性硬皮病,16.666666666666664
脑梗死,脑血管病,25.0
黄褐斑,脸上有黄褐斑,50.0
结膜炎,结膜炎，扁桃体炎,42.857142857142854
咽炎,喉炎,50.0
缺血性脑血管病,缺血性脑血管病、慢性缺血性脑血管病,43.75
勃起功能障碍肾虚,勃起功能障碍,100.0
肾虚,勃起功能障碍肾虚,25.0
慢性肝炎,保肝护肝,25.0
急性胆囊炎,痉挛,0.0
关节炎,肾阳虚症,0.0
黄褐斑,脸上有黄褐斑,50.0
(风湿性关节炎,类风湿性关节炎,85.71428571428571
宫颈糜烂,阴道炎、宫颈糜烂,57.14285714285714
慢性支气管炎,支气管炎,100.0
腰痛,疼痛,50.0
慢性乙型病毒性肝炎,慢性肝炎、慢性乙型病毒性肝炎,69.23076923076923
;结膜炎,急性扁桃体炎;结膜炎,33.33333333333333
癫痫,抽动振,0.0
少精症,男性不育症,20.0
感冒,普通感冒,50.0
高血压病,高血压病、高血压,57.14285714285714
腰痛,发热,0.0
慢性肾炎,肾功能异常,20.0
糖尿病,1型糖尿病,60.0
肠炎,腹泻;肠炎,50.0
急性胃肠炎,胃胀不消化,20.0
局部麻醉、勃起功能障碍,局部麻醉、阳痿、勃起功能障碍,83.33333333333334
周围神经病,神经炎,66.66666666666666
慢性特发性荨麻疹,慢性特发性荨麻疹及常年性过敏性鼻炎,47.05882352941176
干眼症,维生素A缺乏症,14.285714285714285
颈椎病,颈椎间盘疾患,33.33333333333333
哮喘,哮喘、过敏性鼻炎,28.57142857142857
腹胀、糖尿病,胃胀不消化、糖尿病,50.0
眩晕,头晕和眩晕,40.0
脑梗死后遗症,慢性脑血管病后遗症、脑血栓形成,28.57142857142857
心绞痛,胸痛,50.0
湿疹,皮炎,0.0
勃起功能障碍，早泄,勃起功能障碍,100.0
阵发性室上心动过速,阵发性室心动过速,100.0
足癣,脚癣,50.0
骨折,感冒,0.0
原发性血小板减少性紫癜,原发性血小板减少症,88.88888888888889
急性咽炎,肺胃蕴热,0.0
心律不齐,阵发性室性心动过速,11.11111111111111
高血压病,高血压,100.0
风湿性关节炎,重症肌无力,0.0
颈椎病,椎管狭窄,25.0
乙型病毒性肝炎,慢性肝炎、乙型病毒性肝炎,63.63636363636363
失眠,失眠多梦,50.0
月经不规则,月经不调,75.0
慢性胃炎、脂溢性皮炎、痔疮,慢性胃炎、胃炎、头皮屑、痔疮,72.72727272727273
慢性肝炎,肝炎,100.0
心力衰竭,水肿,0.0
尿路感染,皮炎,0.0
糖尿病  ,糖尿病   高血压,50.0
肝肾不足,慢性阻塞性肺病,0.0
肾阳虚,勃起功能障碍,0.0
肠易激综合征,肠易激综合征、便秘,75.0
肩周炎，关节炎,肩周炎,100.0
慢性肝炎,慢性肝炎、肝炎,66.66666666666666
脑血管后遗症,脑血管病,75.0
胃溃疡,冠心病,0.0
风寒湿痹,肾虚,0.0
皮肤感染,粉刺,0.0
高血压,原发性高血压,50.0
甲状腺功能减退症,高功能腺瘤伴甲状腺功能亢进症,42.857142857142854
高血压病,null,0.0
癫痫,惊厥,0.0
风湿性关节炎,风湿病,66.66666666666666
膝关节炎,类风湿性关节炎、膝关节炎,36.36363636363637
性功能障碍,勃起功能障碍,66.66666666666666
、乙型病毒性肝炎,慢性乙型病毒性肝炎、乙型病毒性肝炎,43.75
肾阳虚证,肾阳虚,100.0
白癜风,银屑病,0.0
脾胃虚弱症,吃饭少,0.0
痛风,胃酸过多,0.0
冠心病,高血压病,25.0
关节炎,腿部无力有点疼,0.0
三叉神经痛,重症肌无力,0.0
贫血,叶酸缺乏,0.0
外伤感染    足癣,皮肤感染 高血压病,25.0
高血压病,水肿,0.0
瘀血闭阻,头晕和眩晕,0.0
肾阳虚证,肾阳虚,100.0
高血压病    高脂血症,高血压病，冠心病,57.14285714285714
乙型病毒性肝炎,null,0.0
前列腺炎,前列腺增生,60.0
关节炎,全身性骨关节炎,42.857142857142854
支气管炎,支气管哮喘,60.0
慢性乙型病毒性肝炎,慢性乙型病毒性肝炎、乙型病毒性肝炎,56.25
气阴两虚症,测试数据测试数据,0.0
类风湿性关节炎、带状疱疹后神经痛,类风湿性关节炎、痛性肌痉挛,66.66666666666666
扁桃体炎,咳嗽病,0.0
避孕,null,0.0
慢性肾功能不全,肾功能异常,60.0
高血压病,高血压,100.0
慢性乙型病毒性肝炎,慢性肝炎、慢性乙型病毒性肝炎,69.23076923076923
脑血栓,脑梗塞,33.33333333333333
早期老年性白内障,用于早期老年性白内障,80.0
慢性肾功能不全,肾功能异常,60.0
老年性白内障,早期老年性白内障,75.0
2型糖尿病,糖尿病、2型糖尿病,62.5
上呼吸道感染,过敏性鼻炎,0.0
白癜风,手上有白班,20.0
急性上呼吸道感染,急性咽喉炎,40.0
肾虚证,肾虚,100.0
便血,脾虚，打嗝,0.0
足廯,皮肤瘙痒证,0.0
痛经,盆腔炎,0.0
前列腺增生,前列腺炎性疾病,42.857142857142854
冠心病,低血压，高血压,0.0
眼底出血,糖尿病眼底出血,57.14285714285714
关节炎,类风湿性关节炎,42.857142857142854
肠易激综合征 ,肠易激综合征、消化不良、便秘,50.0
慢性支气管炎,老年性慢性肺炎,42.857142857142854
喘息性支气管炎,咳嗽,0.0
前列腺增生,泌尿道感染,0.0
牙周炎,牙周炎;扁桃体炎,42.857142857142854
贫血,叶酸缺乏,0.0
糖尿病,糖尿病、2型糖尿病,37.5
妊娠期预防用药,贫血,0.0
胆囊炎,胆囊,100.0
冠心病,胸痛,0.0
肾虚,眼目昏花，流泪,0.0
高血脂症,胸痛,0.0
偏头痛,头痛,100.0
过敏性鼻炎,鼻炎,100.0
高血压病,高血压,100.0
高血压病,高血压病、高血压,57.14285714285714
阳痿,阳萎,50.0
脑外伤,痛性肌痉挛,0.0
抑郁症,惊恐障碍,0.0
鼻窦炎,慢性鼻窦炎,60.0
抑郁症,焦虑症,33.33333333333333
慢性胃炎,肝火犯胃证,20.0
消化不良,胃胀打嗝,0.0
勃起功能障碍，早泄,勃起功能障碍,100.0
.肾病综合症,干燥综合征,40.0
结膜炎,干眼症 结膜炎,50.0
膝关节炎,骨质增生,0.0
头痛,普通感冒,0.0
尿酸结石,肾病,0.0
头痛,普通感冒,0.0
乳腺增生,乳腺肿瘤,50.0
肺恶性肿瘤,恶性肿瘤,100.0
牙周炎;鼻炎,急性支气管炎;胃炎  牙周炎;鼻炎,38.46153846153847
结膜炎 ,结膜炎 扁桃体炎,42.857142857142854
脂溢性皮炎,头屑头痒,0.0
急性扁桃体炎,急性扁桃体炎;咽喉炎;上呼吸道感染,40.0
性功能障碍,勃起功能障碍,66.66666666666666
慢性肾功能不全,慢性肾功能不全、系统性红斑狼疮,50.0
高血压病,高血压病、高血压,57.14285714285714
冠心病,冠心病心绞痛,50.0
肝胃不和,肝胃不和消化不良,50.0
尖锐湿疣,腋下扁平疣，,20.0
支气管炎,咳嗽,0.0
肾虚,肾虚，怕冷,50.0
带状疱疹,单纯疱疹,50.0
胃炎,舌苔厚白  胃胀 胃难受,11.11111111111111
咽喉炎,发热,0.0
失眠,神经衰弱,0.0
癫痫,躁狂症,0.0
慢性胃炎、,慢性胃炎、胃溃疡,57.14285714285714
流行性感冒,感冒,100.0
阴部瘙痒症,阴道炎,33.33333333333333
冠心病,心绞痛,33.33333333333333
肝气郁结,胃脘痛病,0.0
肝炎,胃脘痛病,0.0
扁桃体炎,皮炎,50.0
胸痛,冠心病,0.0
骨关节炎   周围神经病,骨关节炎,100.0
早泄、勃起障碍,早泄,100.0
胃溃疡，急性胃炎,胃溃疡,100.0
关节炎,腿疼,0.0
关节炎,关节痛,66.66666666666666
脾气亏虚证,脾虚,100.0
流感,肺气肿,0.0
关节炎,类风湿,0.0
2型糖尿病、高血压病、冠心病,2型糖尿病、高血压病、胸痛、高血压、冠心病,70.58823529411765
脑梗塞,偏瘫,0.0
阴道炎,HPV感染,0.0
寻常性银屑病,外用,0.0
季节性过敏性鼻炎,常年性及季节性过敏性鼻炎,66.66666666666666
失眠,气血不足,0.0
感冒,风热感冒,50.0
自汗,感冒,0.0
腹泻,肠炎,0.0
帕金森,帕金森、帕金森病,42.857142857142854
表虚不固证,风热感冒,0.0
自汗症,风热感冒,0.0
肝肾两虚证,眼睛有蜘蛛网笼罩,0.0
高血压、胃炎,高血压、胃恶性肿瘤,50.0
关节炎,各种疼痛,0.0
胃炎,胃酸过多,25.0
睡眠障碍,非器质性失眠症,14.285714285714285
表虚不固证,风热感冒,0.0
骨折,神经痛、骨折,40.0
高脂血症、高血压病、冠心病,高脂血症、高血压病、高血压、冠心病,78.57142857142857
乳腺增生,乳房结节,25.0
前列腺炎,排尿困难,0.0
自汗症,风热感冒,0.0
心律失常,咳嗽,0.0
结膜炎,急性扁桃体炎;结膜炎,33.33333333333333
气血不足,气虚,50.0
感冒,备用,0.0
偏瘫,脑出血,0.0
 鼻窦炎,慢性鼻窦炎,60.0
结膜炎,眼睛感染,0.0
表虚不固证,风热感冒,0.0
沙眼,沙眼;结膜炎;沙眼,28.57142857142857
表虚不固证,风热感冒,0.0
干眼症,干燥综合征性角膜炎,11.11111111111111
神经衰弱,补睡眠,0.0
无精症,备孕中,0.0
高血压病,心力衰竭,0.0
气血亏虚证,月经不调,0.0
 急性上呼吸道感染,皮炎 急性上呼吸道感染,80.0
关节炎,腿部半月板拉伤,0.0
血虚肝旺症,血虚肝旺,100.0
反流性糜烂性胃炎、感冒、外阴溃疡,反流性糜烂性胃炎、胃溃疡、外阴溃疡,80.0
 感冒,风热感冒,50.0
颈椎病,扁桃体炎,0.0
心绞痛,稳定型心绞痛,50.0
抑郁症,焦虑状态 抑郁状态,25.0
脚癣,脚气,50.0
盆腔炎,脾肾阳虚、阴道炎,14.285714285714285
消化不良,胀气胃酸,0.0
性功能障碍,勃起功能障碍,66.66666666666666
乙肝,小三阳,0.0
2型糖尿病 ,2型糖尿病、糖尿病,62.5
白细胞减少症,甲亢辅助药物,0.0
肥胖,无,0.0
类风湿性关节炎，白血病,类风湿性关节炎,100.0
自汗症,身体疲劳，睡眠不好，怕冷,0.0
肾虚,早泄,0.0
肝气不舒,胃脘痛病,0.0
气阴两亏,身体疲劳，睡眠不好，怕冷,0.0
营养不良,胃肠功能紊乱,0.0
肝气不舒,胃脘痛病,0.0
支气管炎,粉刺,0.0
胃炎,胃病以前在医院开过这种药，吃了有效果,5.88235294117647
脑梗塞,脑卒中后遗症,16.666666666666664
内痔、中耳炎、月经不规则,鼓膜炎、内痔、中耳炎、月经不规则,76.92307692307693
糖尿病,2型糖尿病,60.0
胸痹,胸痛,50.0
脾胃虚弱症,脾虚,100.0
慢性胃炎,胃病以前在医院开过这种药，吃了有效果,5.88235294117647
头皮脂溢性皮炎、维生素E缺乏,头屑头痒、冠心病,14.285714285714285
支气管炎,慢性咽炎,25.0
癫痫,三叉神经痛,0.0
肾气亏虚,肾虚证,66.66666666666666
骨关节炎,结石犯了,0.0
牙龈炎,牙痛,50.0
乙肝 ,乙肝小三阳,40.0
腰痛,结石犯了,0.0
腰间盘突出症,腰间盘突出,100.0
胃溃疡,胃病，,50.0
高血压、高血脂,高血压高血脂,100.0
焦虑症,焦虑状态,50.0
荨麻疹,溃疡性结肠炎,0.0
肠炎,白色念珠球菌菌血症,0.0
气血两亏,2型糖尿病,0.0
痛风,干燥综合征,0.0
上呼吸道感染,普通感冒,25.0
风湿性关节炎,手脚麻木，疼痛,0.0
性功能障碍,早泄,0.0
男性性功能衰退,老年人男性性功能,62.5
冠心病、肾阳虚证,高原反应、肾阳虚,42.857142857142854
消化不良,胃肠功能紊乱,0.0
上呼吸道感染、胃溃疡,感冒、胃溃疡,80.0
心绞痛,胸痛,50.0
脑血管病,脑缺血,66.66666666666666
冠心病,胸痛,0.0
风湿性关节炎,类风湿性关节炎,85.71428571428571
头皮糠疹;急性扁桃体炎，糖尿病,头皮糠疹;急性扁桃体炎,100.0
糖尿病，冠心病,糖尿病,100.0
脉管炎,多脉管炎,75.0
性功能障碍,勃起功能障碍,66.66666666666666
厌食症,吃饭少,0.0
宫颈糜烂,宫颈炎性疾病,33.33333333333333
痤疮 ,痤疮、寻常痤疮,33.33333333333333
糖尿病肾病,糖尿病,100.0
感冒,感冒病,66.66666666666666
阴道炎,霉菌性阴道炎,50.0
性功能障碍,勃起功能障碍,66.66666666666666
哮喘,肺气肿,0.0
干皮症,干燥性皮炎,40.0
肥大性腰椎炎,骨刺,0.0
阴道炎,霉菌性阴道炎,50.0
性功能障碍,早泄,0.0
急性扁桃体炎、高血压病,烂喉丹痧、高血压病,50.0
神经衰弱,神经官能症,40.0
糖尿病,高血糖,33.33333333333333
急性支气管炎;,急性支气管炎;急性咽喉炎,54.54545454545454
失眠,睡眠障碍,25.0
急性上呼吸道感染,急性上呼吸道感染;胃炎,80.0
头皮脂溢性皮炎,脂溢性皮炎,100.0
冠心病,胸痛,0.0
性功能障碍,少精症,0.0
乙肝,大三阳,0.0
骨质增生,骨折,50.0
腹泻,细菌性食物中毒,0.0
胃溃疡,慢性浅表性胃炎,14.285714285714285
退行性关节炎,退行性关节疾病,71.42857142857143
遗精,少精症,33.33333333333333
乳腺小叶增生,气滞血瘀,0.0
踝部扭伤,扭伤,100.0
肥胖,减肥,50.0
胃炎,胃溃疡,33.33333333333333
肺肾阴虚症,急性咽炎,0.0
风湿性关节炎,手脚麻木，疼痛,0.0
性功能障碍,早泄,0.0
维生素B族物质缺乏,吸收不良综合征,0.0
气血两虚,气血虚,100.0
肺炎,肺功能等功能衰退症,11.11111111111111
癫痫,抽动症,0.0
帕金森病,帕金森病性痴呆,57.14285714285714
急性胃炎，性功能障碍,急性胃炎,100.0
癫痫,继发性癫痫,40.0
糖尿病,高血糖,33.33333333333333
肝肾阴亏,糖尿病,0.0
慢性气管炎,肺气肿,33.33333333333333
高脂血症,减肥,0.0
关节炎,打球膝盖疼,0.0
胃炎、急性风湿性心肌炎、骨质疏松,小儿胃炎、急性风湿性心肌炎、骨质疏松,87.5
支气管炎,咳嗽,0.0
皮炎,皮炎/湿疹/脚气,33.33333333333333
乙肝,大三阳,0.0
肾阳虚,耳鸣，失眠,0.0
缺铁性贫血、子宫不规则出血,小儿缺铁性贫血、子宫不规则出血,85.71428571428571
肾阳不足,勃起功能障碍,0.0
肾虚证,更年期综合征,0.0
感冒,风热感冒,50.0
更年期综合征,卵巢早衰,0.0
糖尿病、高血压病、肾功能衰竭,高血糖、高血压病、肾功能衰竭,91.66666666666666
哮喘、过敏性皮炎,哮喘、瘙痒症,40.0
癫痫,小儿癫痫,50.0
肾阳虚,早泄,0.0
流行性感冒、高血压病、胃溃疡、系统性红斑狼疮,流行性感冒、高血压、胃溃疡、类风湿关节炎、系统性红斑狼疮,75.0
前列腺增生症、,排尿困难、前列腺炎,37.5
高血压病、手癣,高血压、手癣,100.0
宫颈炎,宫颈炎性疾病,50.0
乳腺增生,乳房结节,25.0
阳痿,男性勃起障碍,0.0
颅脑损伤,疼痛性肌痉挛,0.0
急性支气管炎炎,急性气管支气管炎,87.5
感冒,流鼻水,0.0
肺功能衰退症,肺功能等功能衰退症,66.66666666666666
糖尿病,高血糖,33.33333333333333
心律失常,窦性心律不齐,33.33333333333333
乙肝,肝硬化,33.33333333333333
糖尿病,高血糖,33.33333333333333
糖尿病,高血糖,33.33333333333333
气血两虚,测试数据测试数据,0.0
骨质疏松,干燥综合征,0.0
肺肾虚,早泄,0.0
肺肾,甲状腺肿瘤,0.0
免疫功能低下,骨髓移植状态,0.0
糖尿病,高血糖,33.33333333333333
泌尿道感染,用于炎症消炎,0.0
泌尿系感染,泌尿系结石,60.0
尿路感染,泌尿系感染,60.0
关节痛,疼痛,50.0
冠心病,胸痛,0.0
性功能障碍,无精症,0.0
气阴两虚,血压低,0.0
气阴两虚,测试数据测试数据,0.0
支气管哮喘、喘息性支气管炎,哮喘、喘息性支气管炎,100.0
急性咽炎,脖子红肿,0.0
慢性乙肝,免疫缺陷病,0.0
胃溃疡,慢性浅表性胃炎,14.285714285714285
胃炎、胃溃疡,小儿胃炎、胃溃疡,71.42857142857143
肾阳虚、勃起功能障碍、前列腺增生,早泄、勃起功能障碍、前列腺增生,84.61538461538461
鼻炎,鼻窦炎、慢性鼻炎,28.57142857142857
、痛风、类风湿关节炎、系统性红斑狼疮,活动性类风湿关节炎、痛风、类风湿关节炎、系统性红斑狼疮,62.5
肾虚水肿,肾阳不足证,20.0
尿失禁,慢性前列腺炎症,0.0
神经衰弱,气血不足,0.0
脑梗塞,脑部ct诊断是脑萎缩，有时头晕，有时腿无,5.555555555555555
急性扁桃体炎，结膜炎,急性扁桃体炎,100.0
冠心病,窦性心律不齐,16.666666666666664
脑卒中,出血性脑卒中,50.0
白内障,乙肝,0.0
椎间盘突出,椎间盘疾患,60.0
 黄褐斑,色斑、黄褐斑,60.0
勃起功能障碍,早泄、勃起功能障碍,75.0
糖尿病,高血糖,33.33333333333333
股癣,自汗,0.0
高血压,心绞痛,0.0
皮炎 ,股癣,0.0
颅脑损伤,脑血管病,25.0
乳腺增生,增生,100.0
高血压病 盆腔炎性疾病、视网膜静脉阻塞症 盆腔炎,高血压病、女性盆腔炎性疾病、视网膜静脉阻塞,89.47368421052632
高血压病 疾病、视网膜静脉阻塞症 盆腔,高血压病 盆腔炎性疾病、视网膜静脉阻塞症 盆腔炎,76.19047619047619
溃疡性结肠炎,肠炎,100.0
支气管哮喘、,支气管哮喘、肺气肿,62.5
脑梗塞,肺栓塞,33.33333333333333
冠心病,脑萎缩,0.0
糖尿病、冠心病,稳定型心绞痛、高血糖、冠心病,41.66666666666667
性功能障碍,男性勃起功能障碍,62.5
高血压,高血压病、高血压,42.857142857142854
糖尿病、冠心病  高血压,糖尿病、冠心病,100.0
胃溃疡,功能性胃肠病,16.666666666666664
泌尿道感染、肾虚证、前列腺增生,小儿泌尿道感染、肾虚证、前列腺增生,86.66666666666667
高血压病、视网膜静脉阻塞症 牙周炎,高血压病 疾病、视网膜静脉阻塞症 盆腔,75.0
乙型肝炎,肝功能异常,20.0
癫痫,高热惊厥,0.0
痛风,痛风、疼痛,50.0
性功能障碍,无精症,0.0
扭伤,肌肉劳损,0.0
